;AM22_02;Rumination Thinking;I can't get thoughts of the experience out of my mind even though I want to;Likert 1-7 (Not at all true to me - Extremly true to me)
;AM22_03;Rumination Thinking;I have trouble doing other things because thoughts about the experience keep coming into my mind;Likert 1-7 (Not at all true to me - Extremly true to me)
;AM22_04;Rumination Thinking;Thoughts that come into my mind about the experience make me feel troubled;Likert 1-7 (Not at all true to me - Extremly true to me)
;;;;
;;;;
Summarized Variable;ID;Topic;Question/Statement;Type
;ID01_01;ID: [01];;
Frequency_ChatGPT;WS01_01;Frequency ChatGPT;How often did you interact with ChatGPT last week?;Scale 0-7 (Not at all - Daily)
WS_Emotional_Needs_GPT;WS02_01;Emotional Needs - GPT;... support you emotionally regarding your experiences last week?;Likert 1-7 (Not at all - To an extreme degree)
;WS02_02;Emotional Needs - GPT;... demonstrate empathy for your experiences last week?;Likert 1-7 (Not at all - To an extreme degree)
;WS02_03;Emotional Needs - GPT;... showed care for you about your experience last week?;Likert 1-7 (Not at all - To an extreme degree)
;WS02_04;Emotional Needs - GPT;... consider your feelings regarding your experiences last week?;Likert 1-7 (Not at all - To an extreme degree)
WS_Emotional_Supply_GPT;WS03_01;Emotional Supply - GPT;... support you emotionally during your experiences last week?;Likert 1-7 (Not at all - To an extreme degree)
;WS03_02;Emotional Supply - GPT;... demonstrate empathy for your experiences last week?;Likert 1-7 (Not at all - To an extreme degree)
;WS03_03;Emotional Supply - GPT;... showed care for you about your experiences last week?;Likert 1-7 (Not at all - To an extreme degree)
;WS03_04;Emotional Supply - GPT;... consider your feelings regarding your experiences last week?;Likert 1-7 (Not at all - To an extreme degree)
WS_Instrumental_Needs_GPT;WS04_01;Instrumental Needs - GPT;... tell you on what to do about your experiences last week?;Likert 1-7 (Not at all - To an extreme degree)
;WS04_02;Instrumental Needs - GPT;... give you advice on what to do about your experiences last week?;Likert 1-7 (Not at all - To an extreme degree)
;WS04_03;Instrumental Needs - GPT;... help you in finding out the next actions for the experiences last week?;Likert 1-7 (Not at all - To an extreme degree)
;WS04_04;Instrumental Needs - GPT;... do something concrete about the experiences last week?;Likert 1-7 (Not at all - To an extreme degree)
WS_Instrumental_Supply_GPT;WS05_01;Instrumental Supply - GPT;... tell you on on what to do about your experiences last week?;Likert 1-7 (Not at all - To an extreme degree)
;WS05_02;Instrumental Supply - GPT;... give you advice on what to do about your experiences last week?;Likert 1-7 (Not at all - To an extreme degree)
;WS05_03;Instrumental Supply - GPT;... help you in finding out the next acitons for the experiences last week?;Likert 1-7 (Not at all - To an extreme degree)
;WS05_04;Instrumental Supply - GPT;... do something concrete about the experiences?;Likert 1-7 (Not at all - To an extreme degree)
WS_Evaluation_Experience;WS06_01;Evaluation Experience;Last week's experiences were intense;Likert 1-7 (Strongly disagree - Strongly agree)
;WS06_02;Evaluation Experience;Last week's experiences were positive;Likert 1-7 (Strongly disagree - Strongly agree)
;WS06_03;Evaluation Experience;Last week's experiences were negative;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Familiarity;WS07_01;Familiarity;I was familiar with how to interact with ChatGPT last week;Likert 1-7 (Strongly disagree - Strongly agree)
;WS07_02;Familiarity;I knew pretty much about how to interact with ChatGPT last week;Likert 1-7 (Strongly disagree - Strongly agree)
;WS07_03;Familiarity;I did feel knowledgeable about how to interact with ChatGPT last week;Likert 1-7 (Strongly disagree - Strongly agree)
;WS07_04;Familiarity;When it came to ChatGPT, I knew how to interact with ChatGPT last week;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Perceived_Personalization;WS08_01;Perceived Personalization;... ChatGPT provided me with what I needed last week;Likert 1-7 (Strongly disagree - Strongly agree)
;WS08_02;Perceived Personalization;... ChatGPT gave me what I needed last week;Likert 1-7 (Strongly disagree - Strongly agree)
;WS08_03;Perceived Personalization;... ChatGPT considered my needs in its response last week;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Satisfaction_Emotional_Support;WS09_01;Satisfaction - Emotional Support;I was enthusiastic about ChatGPT as an emotional support provider last week;Likert 1-7 (Strongly disagree - Strongly agree)
;WS09_02;Satisfaction - Emotional Support;Last week, my use of ChatGPT as an emotional support provider is extremely positive;Likert 1-7 (Strongly disagree - Strongly agree)
;WS09_03;Satisfaction - Emotional Support;Last week, my use of ChatGPT as an emotional support provider is extremely good;Likert 1-7 (Strongly disagree - Strongly agree)
;WS09_04;Satisfaction - Emotional Support;Last week, my use of ChatGPT as an emotional support provider is extremely beneficial;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Satisfaction_SP_Emotional_Support;WS10_01;Satisfaction - SP Emotional Support;Last week, I was enthusiastic about ChatGPT demonstrating empathy for me;Likert 1-7 (Strongly disagree - Strongly agree)
;WS10_02;Satisfaction - SP Emotional Support;Last week, I was enthusiastic about ChatGPT showing care for me;Likert 1-7 (Strongly disagree - Strongly agree)
;WS10_03;Satisfaction - SP Emotional Support;Last week, I was enthusiastic about ChatGPT considering my feelings;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Intention_to_Adopt_Counsellor_Emotional_Support;WS11_01;Intention to Adopt - Counsellor / Emotional Support;... I am willing to use ChatGPT as an emotional support provider;Likert 1-7 (Strongly disagree - Strongly agree)
;WS11_02;Intention to Adopt - Counsellor / Emotional Support;... I am willing to use ChatGPT to help me deal with my emotional needs;Likert 1-7 (Strongly disagree - Strongly agree)
;WS11_03;Intention to Adopt - Counsellor / Emotional Support;... I am willing to use ChatGPT to receive resassurance;Likert 1-7 (Strongly disagree - Strongly agree)
;WS11_04;Intention to Adopt - Counsellor / Emotional Support;... I am willing to use ChatGPT to talk about my my emotional needs;Likert 1-7 (Strongly disagree - Strongly agree)
;WS11_05;Intention to Adopt - Counsellor / Emotional Support;... I am willing to use ChatGPT to receive encouragement;Likert 1-7 (Strongly disagree - Strongly agree)
;WS11_06;Intention to Adopt - Counsellor / Emotional Support;... I am willing to use ChatGPT to help me with my self-reflection;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Satisfaction_Instrumental_Support;WS12_01;Satisfaction - Instrumental Support;Last week, I was enthusiastic about ChatGPT as an instrumental support provider;Likert 1-7 (Strongly disagree - Strongly agree)
;WS12_02;Satisfaction - Instrumental Support;Last week, my use of ChatGPT as an instrumental support provider is extremely positive;Likert 1-7 (Strongly disagree - Strongly agree)
;WS12_03;Satisfaction - Instrumental Support;Last week, my use of ChatGPT as an instrumental support provider is extremely good;Likert 1-7 (Strongly disagree - Strongly agree)
;WS12_04;Satisfaction - Instrumental Support;Last week, my use of ChatGPT as an instrumental support provider is extremely beneficial.;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Satisfaction_SP_Instrumental_Support;WS13_01;Satisfaction - SP Instrumental Support;Last week, I was enthusiastic about ChatGPT telling me what to do;Likert 1-7 (Strongly disagree - Strongly agree)
;WS13_02;Satisfaction - SP Instrumental Support;Last week, I was enthusiastic about ChatGPT giving me advice on what to do;Likert 1-7 (Strongly disagree - Strongly agree)
;WS13_03;Satisfaction - SP Instrumental Support;Last week, I was enthusiastic about ChatGPT helping me finding out the next actions;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Intention_to_Adopt_Domain_Advisor_Emotional_Support;WS14_01;Intention to Adopt - Domain Advisor/ Emotional Support;... I am willing to use ChatGPT as an instrumental support provider;Likert 1-7 (Strongly disagree - Strongly agree)
;WS14_02;Intention to Adopt - Domain Advisor/ Emotional Support;... I am willing to use ChatGPT to help me deal with my instrumental needs;Likert 1-7 (Strongly disagree - Strongly agree)
;WS14_03;Intention to Adopt - Domain Advisor/ Emotional Support;... I am willing to use ChatGPT to receive suggestions on what to do;Likert 1-7 (Strongly disagree - Strongly agree)
;WS14_04;Intention to Adopt - Domain Advisor/ Emotional Support;... I am willing to use ChatGPT to help me in finding out the next actions;Likert 1-7 (Strongly disagree - Strongly agree)
;WS14_05;Intention to Adopt - Domain Advisor/ Emotional Support;... I am willing to use ChatGPT to receive a plan for my next steps;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Trusting_Beliefs_Competence;WS15_01;Trusting Beliefs - Competence;Last week, ChatGPT was effective in providing support;Likert 1-7 (Strongly disagree - Strongly agree)
;WS15_02;Trusting Beliefs - Competence;Last week, ChatGPT was a proficient support provider;Likert 1-7 (Strongly disagree - Strongly agree)
;WS15_03;Trusting Beliefs - Competence;Last week, ChatGPT performed its role of providing support well;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Trusting_Beliefs_Integrity;WS16_01;Trusting Beliefs - Integrity;Last week, ChatGPT provided unbiased support;Likert 1-7 (Strongly disagree - Strongly agree)
;WS16_02;Trusting Beliefs - Integrity;Last week, I would characterize ChatGPT as honest;Likert 1-7 (Strongly disagree - Strongly agree)
;WS16_03;Trusting Beliefs - Integrity;Last week, ChatGPT was sincere when providing support;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Trusting_Beliefs_Benevolence;WS17_01;Trusting Beliefs - Benevolence;Last week, I believed that ChatGPT supports me in my best interest;Likert 1-7 (Strongly disagree - Strongly agree)
;WS17_02;Trusting Beliefs - Benevolence;Last week, ChatGPT was interested in my well-being;Likert 1-7 (Strongly disagree - Strongly agree)
;WS17_03;Trusting Beliefs - Benevolence;Last week, ChatGPT tried its best to support me;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Emotional_Trust;WS18_01;Emotional Trust;Last week, I felt comfortable about using ChatGPT for providing support with my needs;Likert 1-7 (Strongly disagree - Strongly agree)
;WS18_02;Emotional Trust;Last week, I felt content about using ChatGPT for providing support with my needs;Likert 1-7 (Strongly disagree - Strongly agree)
;WS18_03;Emotional Trust;Last week, I felt secure about using ChatGPT for providing support with my needs;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Relational_Attachment;WS19_01;Relational Attachment ;Last week, I felt close to ChatGPT;Likert 1-7 (Strongly disagree - Strongly agree)
;WS19_02;Relational Attachment ;Last week, I felt attached to ChatGPT;Likert 1-7 (Strongly disagree - Strongly agree)
;WS19_03;Relational Attachment ;Last week, I felt a close bond with ChatGPT;Likert 1-7 (Strongly disagree - Strongly agree)
;WS19_04;Relational Attachment ;Last week, I felt committed to ChatGPT today;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Cognitive_Well_Being;WS20_01;Cognitive Well-Being ;How positively did you feel about yourself last week?;Likert 1-7 (Not at all - Extremly)
;WS20_02;Cognitive Well-Being ;Thinking about your life, how satisfied are you with how things went last week?;Likert 1-7 (Not at all - Extremly)
;WS20_03;Cognitive Well-Being ;How optimistic are you about how your life will be next week?;Likert 1-7 (Not at all - Extremly)
WS_Affective_Well_Being_Positive;WS21_01;Affective Well-Being - Positive ;I felt happy this week.;Likert 1-7 (Not at all - Extremly)
;WS21_02;Affective Well-Being - Positive ;I felt excited this week.;Likert 1-7 (Not at all - Extremly)
;WS21_03;Affective Well-Being - Positive ;I felt enthusiastic this week.;Likert 1-7 (Not at all - Extremly)
;WS21_04;Affective Well-Being - Positive ;I felt inspired this week.;Likert 1-7 (Not at all - Extremly)
WS_Affective_Well_Being_Negative;WS22_01;Affective Well-Being - Negative ;I felt sad this week. (reversed);Likert 1-7 (Not at all - Extremly)
;WS22_02;Affective Well-Being - Negative ;I felt irritable this week. (reversed);Likert 1-7 (Not at all - Extremly)
;WS22_03;Affective Well-Being - Negative ;I felt distressed this week. (reversed);Likert 1-7 (Not at all - Extremly)
;WS22_04;Affective Well-Being - Negative ;I felt afraid this week. (reversed);Likert 1-7 (Not at all - Extremly)
WS_Anger_and_Anxiety;WS23_01;Anger (and Anxiety) ;I felt angry this week.;Likert 1-7 (Not at all - Extremly)
;WS23_02;Anger (and Anxiety) ;I felt mad this week.;Likert 1-7 (Not at all - Extremly)
;WS23_03;Anger (and Anxiety) ;I felt enraged this week.;Likert 1-7 (Not at all - Extremly)
;WS23_04;Anger (and Anxiety) ;I felt anxious this week.;Likert 1-7 (Not at all - Extremly)
WS_Peer_Satisfaction;WS24_01;Peer Satisfaction ;I felt that my relationship with my peers was very stable last week.;Likert 1-7 (Strongly disagree - Strongly agree)
;WS24_02;Peer Satisfaction ;I felt that I had a good relationship with my peers last week.;Likert 1-7 (Strongly disagree - Strongly agree)
;WS24_03;Peer Satisfaction ;My relationship with my peers made me happy last week.;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Partner_Satisfaction;WS25_01;Partner Satisfaction ;I felt that my relationship with my partner was very stable last week.;Likert 1-7 (Strongly disagree - Strongly agree)
;WS25_02;Partner Satisfaction ;I felt that I had a good relationship with my partner last week.;Likert 1-7 (Strongly disagree - Strongly agree)
;WS25_03;Partner Satisfaction ;My relationship with my partner made me happy last week.;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Performance;WS26_01;Performance  ;I feel like I was productive last week.;Likert 1-7 (Strongly disagree - Strongly agree)
;WS26_02;Performance  ;I feel like I was efficient last week.;Likert 1-7 (Strongly disagree - Strongly agree)
;WS26_03;Performance  ;I feel like my work was of a high quality last week.;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Venting_Anger;WS27_01;Venting Anger ;Last week, I was mad and told everyone exactly what was on my mind.;Likert 1-7 (Never - Many times)
;WS27_02;Venting Anger ;"Last week, I have lost it; I slammed doors for example.";Likert 1-7 (Never - Many times)
;WS27_03;Venting Anger ;Last week, I took it out on my family, my friends, and other people.;Likert 1-7 (Never - Many times)
WS_IT_Identity_GPT;WS28_01;IT Identity - GPT ;... I felt dependent on ChatGPT last week;Likert 1-7 (Strongly disagree - Strongly agree)
;WS28_02;IT Identity - GPT ;... I felt reliant on ChatGPT last week;Likert 1-7 (Strongly disagree - Strongly agree)
;WS28_03;IT Identity - GPT ;... I felt energized by ChatGPT last week;Likert 1-7 (Strongly disagree - Strongly agree)
;WS28_04;IT Identity - GPT ;... I felt enthusiastic about ChatGPT last week;Likert 1-7 (Strongly disagree - Strongly agree)
;WS28_05;IT Identity - GPT ;... I felt linked with ChatGPT last week;Likert 1-7 (Strongly disagree - Strongly agree)
;WS28_06;IT Identity - GPT ;... I felt connected with ChatGPT last week;Likert 1-7 (Strongly disagree - Strongly agree)
WS_IT_Identity_Opportunity_Self_Efficacy_SP;WS29_01;IT Identity Opportunity - Self-Efficacy - SP ;My ChatGPT use last week made me feel more confident that I could perform effectively;Likert 1-7 (Strongly disagree - Strongly agree)
;WS29_02;IT Identity Opportunity - Self-Efficacy - SP ;My ChatGPT use last week made me feel certain that I would accomplish difficult tasks;Likert 1-7 (Strongly disagree - Strongly agree)
;WS29_03;IT Identity Opportunity - Self-Efficacy - SP ;My ChatGPT use last week made me feel more confident in my ability to overcome challenges;Likert 1-7 (Strongly disagree - Strongly agree)
WS_IT_Identity_Opportunity_Self_Worth_SP;WS30_01;IT Identity Opportunity - Self-Worth SP ;My ChatGPT use last week made me more respected by my peers;Likert 1-7 (Strongly disagree - Strongly agree)
;WS30_02;IT Identity Opportunity - Self-Worth SP ;My ChatGPT use last week made me feel that my peers admired me more;Likert 1-7 (Strongly disagree - Strongly agree)
;WS30_03;IT Identity Opportunity - Self-Worth SP ;My ChatGPT use last week made me feel that my peers found respect for me;Likert 1-7 (Strongly disagree - Strongly agree)
WS_IT_Identity_Opportunity_Self_Authenticity_SP;WS31_01;IT Identity Opportunity - Self-Authenticity- SP ;My ChatGPT use last week made me feel more like the person I am;Likert 1-7 (Strongly disagree - Strongly agree)
;WS31_02;IT Identity Opportunity - Self-Authenticity- SP ;"My ChatGPT use last week made me feel more like the ""real me""";Likert 1-7 (Strongly disagree - Strongly agree)
;WS31_03;IT Identity Opportunity - Self-Authenticity- SP ;My ChatGPT use last week made me feel more like my true self;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Mindfulness_Altertness_to_Distinction_SP;WS32_01;Mindfulness - Altertness to Distinction - SP;I found it easy to find new and effective ways to handle my experiences last week.;Likert 1-7 (Strongly disagree - Strongly agree)
;WS32_02;Mindfulness - Altertness to Distinction - SP;I was very creative in my handling of experiences last week.;Likert 1-7 (Strongly disagree - Strongly agree)
;WS32_03;Mindfulness - Altertness to Distinction - SP;I made novel contributions to my life through the handling of experiences last week.;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Mindfulness_Awareness_of_Multiple_Perspectives_SP;WS33_01;Mindfulness - Awareness of Multiple Perspectives - SP ;I was often open to learning new ways of handling my experiences last week.;Likert 1-7 (Strongly disagree - Strongly agree)
;WS33_02;Mindfulness - Awareness of Multiple Perspectives - SP;I had an open mind about new ways of handling my experiences last week.;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Mindfulness_Openness_to_Novelty_SP;WS34_01;Mindfulness - Openness to Novelty -SP;I liked to investigate different ways of handling my experiences last week.;Likert 1-7 (Strongly disagree - Strongly agree)
;WS34_02;Mindfulness - Openness to Novelty -SP;I was very curious about different ways of handling my experiences last week.;Likert 1-7 (Strongly disagree - Strongly agree)
;WS34_03;Mindfulness - Openness to Novelty -SP;I liked to figure out different ways of handling my experiences last week.;Likert 1-7 (Strongly disagree - Strongly agree)
WS_Mindfulness_Orientation_to_the_Present_SP;WS35_01;Mindfulness - Orientation to the Present -SP ;I often noticed how other people handle their experiences last week.;Likert 1-7 (Strongly disagree - Strongly agree)
;WS35_02;Mindfulness - Orientation to the Present -SP ;I attended to the 'big picture' when handling my experiences last week.;Likert 1-7 (Strongly disagree - Strongly agree)
;WS35_03;Mindfulness - Orientation to the Present -SP ;I 'got involved' when handling my experiences last week.;Likert 1-7 (Strongly disagree - Strongly agree)
